id,isbn13,title,authors,published_year,page_count,language,description,avg_rating,rating_count,category
264,9780385528207,My Beloved World,Sonia Sotomayor,2014,434,en,"#1 NATIONAL BESTSELLER • A “searching and emotionally intimate memoir” (The New York Times) told with a candor never before undertaken by a sitting Justice. This “powerful defense of empathy” (The Washington Post) is destined to become a classic of self-invention and self-discovery. The first Hispanic and third woman appointed to the United States Supreme Court, Sonia Sotomayor has become an instant American icon. In this story of human triumph that “hums with hope and exhilaration” (NPR), she recounts her life from a Bronx housing project to the federal bench, a journey that offers an inspiring testament to her own extraordinary determination and the power of believing in oneself. Here is the story of a precarious childhood, with an alcoholic father (who would die when she was nine) and a devoted but overburdened mother, and of the refuge a little girl took from the turmoil at home with her passionately spirited paternal grandmother. But it was when she was diagnosed with juvenile diabetes that the precocious Sonia recognized she must ultimately depend on herself. She would learn to give herself the insulin shots she needed to survive and soon imagined a path to a different life. With only television characters for her professional role models, and little understanding of what was involved, she determined to become a lawyer, a dream that would sustain her on an unlikely course, from valedictorian of her high school class to the highest honors at Princeton, Yale Law School, the New York County District Attorney’s office, private practice, and appointment to the Federal District Court before the age of forty. Along the way we see how she was shaped by her invaluable mentors, a failed marriage, and the modern version of extended family she has created from cherished friends and their children. Through her still-astonished eyes, America’s infinite possibilities are envisioned anew in this warm and honest book.","0,5",388,Social Science
265,9781606419519,Working Stiff,"Judy Melinek, T.J. Mitchell",2014,288,en,"“Fun…and full of smart science. Fans of CSI—the real kind—will want to read it” (The Washington Post): A young forensic pathologist’s “rookie season” as a NYC medical examiner, and the hair-raising cases that shaped her as a physician and human being. Just two months before the September 11 terrorist attacks, Dr. Judy Melinek began her training as a New York City forensic pathologist. While her husband and their toddler held down the home front, Judy threw herself into the fascinating world of death investigation—performing autopsies, investigating death scenes, counseling grieving relatives. Working Stiff chronicles Judy’s two years of training, taking readers behind the police tape of some of the most harrowing deaths in the Big Apple, including a firsthand account of the events of September 11, the subsequent anthrax bio-terrorism attack, and the disastrous crash of American Airlines Flight 587. An unvarnished portrait of the daily life of medical examiners—complete with grisly anecdotes, chilling crime scenes, and a welcome dose of gallows humor—Working Stiff offers a glimpse into the daily life of one of America’s most arduous professions, and the unexpected challenges of shuttling between the domains of the living and the dead. The body never lies—and through the murders, accidents, and suicides that land on her table, Dr. Melinek lays bare the truth behind the glamorized depictions of autopsy work on television to reveal the secret story of the real morgue. “Haunting and illuminating...the stories from her average workdays…transfix the reader with their demonstration that medical science can diagnose and console long after the heartbeat stops” (The New York Times).","1,8",451,Biography & Autobiography
266,9781101434208,Law of the Jungle,Paul M. Barrett,1905,350,en,"Chronicles the twenty-year legal battle between crusading lawyer Steven Donziger and Texaco/Chevron, detailing the corporation's destruction of rain forest Aboriginal homes and the extreme prosecution tactics that culminated in Donziger's indictment for racketeering.","3,9",892,Biography & Autobiography
267,9781623362768,The Hillside Stranglers,Darcy O'Brien,2014,333,en,"The riveting true crime account of the Hillside Stranglers and the horrific serial killings they unleashed on 1970s Los Angeles. For weeks that fall, the body count of sexually violated, brutally murdered young women escalated. With increasing alarm, Los Angeles newspapers headlined the deeds of a serial killer they named the Hillside Strangler. The city was held hostage by fear. But not until January 1979, more than a year later, would the mysterious disappearance of two university students near Seattle lead police to the arrest of a security guard—the handsome, charming, fast-talking Kenny Bianchi—and the discovery that the strangler was not one man but two. Compellingly, O’Brien explores the symbiotic relationship between Bianchi and his cousin Angelo Buono, their lust for women as insatiable as their hate, before examining the crimes they remorselessly perpetrated and the lives of the unsuspecting victims they claimed. Equally riveting is O’Brien’s account of the trial—one of the longest and most controversial criminal court cases in American history—with the defense team parading, one after another, expert witnesses who had been effectively duped by Bianchi’s impersonation of a man suffering multiple personality disorder. It’s one way a man might contrive to get away with murder. Like Truman Capote in In Cold Blood and Norman Mailer in The Executioner’s Song, Darcy O’Brien weds the narrative skill of an award-winning novelist with the detailed observations of an experienced investigator to unravel this chilling true-crime story.","3,4",852,True Crime
268,9780062282712,Deal with the Devil,Peter Lance,2013,462,en,"In Deal with the Devil, five-time Emmy Award–winning investigative reporter Peter Lance draws on three decades of once-secret FBI files to tell the definitive story of Greg Scarpa Sr., a Mafia capo who “stopped counting” after fifty murders, while secretly betraying the Colombo crime family as a Top Echelon FBI informant. Lance traces Scarpa’s shadowy relationship with the FBI all the way back to 1960, when his debriefings went straight to J. Edgar Hoover. In forty-two years of murder and racketeering, Scarpa served only thirty days in jail thanks to his secret relationship with the Feds. This is the untold story that will rewrite Mafia history as we know it —a page-turning work of journalism that reads like a Scorsese film. Deal with the Devil includes more than 130 illustrations, crime scene photos, and never-before-seen FBI documents.","3,2",696,True Crime
269,9781400069330,Uncertain Justice,"Laurence Tribe, Joshua Matz",2014,416,en,An assessment of how the Supreme Court under Chief Justice John Roberts is significantly influencing the nation's laws and reinterpreting the Constitution includes in-depth analysis of recent rulings and their implications.,"0,9",220,Law
270,9780778308119,After Silence,Nancy Venable Raine,1999,290,en,"""Silence has the rusty taste of shame. The words shut up are the most terrible words I know. . . . The man who raped me spat these words out over and over during the hours of my attack--when I screamed, when I tried to talk him out of what he was doing, when I protested. It seemed to me that for seven years--until at last I spoke--these words had sunk into my soul and become prophecy. And it seems to me now that these words, the brutish message of tyrants, preserve the darkness that still covers this pervasive crime. The real shame, as I have learned, is to consent to them."" After Silence is Nancy Venable Raine's eloquent, profoundly moving response to her rapist's command to ""shut up,"" a command that is so often echoed by society and internalized by rape victims. Beginning with her assault by a stranger in her home in 1985, Raine's riveting narrative of the ten-year aftermath of her rape brings to light the truth that survivors of traumatic experiences know--a trauma does not end when you find yourself alive. Just as devastating as the rape itself was the silence that shrouded it, a silence born of her own feelings of shame as well as the incomprehension of others. Raine gives shape, form, and voice to the ""unspeakable"" and exposes the misconceptions and cruelties that surround this prevalent though hidden crime. With formidable power and in intimate detail, she probes the long-term psychological and physiological aftereffects of rape, its tangled sexual confusions, the treatment of rape by the media and the legal and medical professions, and contemporary cultural views of victimhood. For anyone, female or male, who has suffered from or witnessed the shattering effects of rape, After Silence inspires and points the way to healing. This landmark book is a stunning literary achievement that is a testimony to the power of language to transform the worst sort of violation and suffering into meaning and into art.","4,8",365,Social Science
271,9781596916715,The Good Nurse,Charles Graeber,2014,350,en,"""CHILLING."" -- Stephen King An intimate -- and frightening -- glimpse inside the mind of America's most prolific serial killer, Charles Cullen, whose 16-year long ""nursing"" career left as many as 400 dead. When nurse Charlie Cullen was arrested in 2003, journalists were quick to dub him ""The Angel of Death."" But Cullen was neither a mercy killer nor a simple monster. He was a son, a husband, a father, a best friend, and a valued caregiver. He was also implicated in the deaths of as many as 400 people, and may be the most prolific serial killer in American history. Cullen's career in the world's most trusted profession spanned sixteen years, across nine hospitals. In this riveting work of investigative journalism, Charles Graeber-the only person Cullen chose to speak with following his arrest-reveals how Cullen got away with murder for so long. Based on hundreds of hours of previously unseen and unheard footage, recordings, and records, as well as extensive interviews with homicide detectives, Cullen's friends, family, coworkers, and confidential informants and whistleblowers, plus exclusive, one-on-one interviews with Cullen, himself, THE GOOD NURSE paints a dramatic portrait of madness and the bounds of friendship, and shines a spotlight on America's medical system. A harrowing and irresistibly paced book, you'll never look at a hospital the same way again.","2,3",398,True Crime
272,9780785129714,Blood Aces,Doug J. Swanson,1905,350,en,"""Benny Binion was many things: a cowboy, a pioneering casino owner, a gangster, a killer, and founder of the hugely successful World Series of Poker. Blood Aces tells the story of Binion's crucial role in shaping modern Las Vegas. From a Texas backwater, Binion rose to prominence on a combination of vision, determination, and brutal expediency. His formula was simple: run a good business, cultivate the big boys, kill your enemies, and own the cops. Through a mix of cold-bloodedness, native intelligence, folksiness, and philanthropy, Binion became one of the most revered figures in the history of gambling, and his showmanship, shrewdness, and violence would come to dominate the Vegas scene. Veteran journalist Doug J. Swanson uses once-secret government documents and dogged reporting to show how Binion destroyed his rivals and outsmarted his adversaries--including J. Edgar Hoover""--","0,8",805,BIOGRAPHY & AUTOBIOGRAPHY
273,9780062323194,Bad Feminist,Roxane Gay,2014,350,en,"From the author of Hunger: A Memoir of (My) Body, the New York Times Bestseller and Best Book of the Year at NPR, the Boston Globe, Newsweek, and many more A collection of essays spanning politics, criticism, and feminism from one of the most-watched young cultural observers of her generation, Roxane Gay. “Pink is my favorite color. I used to say my favorite color was black to be cool, but it is pink—all shades of pink. If I have an accessory, it is probably pink. I read Vogue, and I’m not doing it ironically, though it might seem that way. I once live-tweeted the September issue.” In these funny and insightful essays, Roxane Gay takes us through the journey of her evolution as a woman (Sweet Valley High) of color (The Help) while also taking readers on a ride through culture of the last few years (Girls, Django in Chains) and commenting on the state of feminism today (abortion, Chris Brown). The portrait that emerges is not only one of an incredibly insightful woman continually growing to understand herself and our society, but also one of our culture. Bad Feminist is a sharp, funny, and spot-on look at the ways in which the culture we consume becomes who we are, and an inspiring call-to-arms of all the ways we still need to do better, coming from one of our most interesting and important cultural critics.",1,113,Social Science
274,9781594744761,Cosby,Mark Whitaker,2014,544,en,"The first major biography of an American icon, comedian Bill Cosby. Based on extensive research and in-depth interviews with Cosby and more than sixty of his closest friends and associates, it is a frank, fun and fascinating account of his life and historic legacy. Far from the gentle worlds of his routines or TV shows, Cosby grew up in a Philadelphia housing project, the son of an alcoholic, largely absent father and a loving but overworked mother. With novelistic detail, award winning journalist Mark Whitaker tells the story of how, after dropping out of high school, Cosby turned his life around by joining the Navy, talking his way into college, and seizing his first breaks as a stand-up comedian. Published on the 30th anniversary of The Cosby Show, the book reveals the behind-the-scenes story of that groundbreaking sitcom as well as Cosby’s bestselling albums, breakout role on I Spy, and pioneering place in children’s TV. But it also deals with professional setbacks and personal dramas, from an affair that sparked public scandal to the murder of his only son, and the private influence of his wife of fifty years, Camille Cosby. Whitaker explores the roots of Cosby’s controversial stands on race, as well as “the Cosby effect” that helped pave the way for a black president. For any fan of Bill Cosby’s work, and any student of American television, comedy, or social history, Cosby: His Life and Times is an essential read.","1,6",539,Biography & Autobiography
275,9780307272300,Genghis Khan and the Making of the Modern World,Jack Weatherford,2005,354,en,"NEW YORK TIMES BESTSELLER • The startling true history of how one extraordinary man from a remote corner of the world created an empire that led the world into the modern age—by the author featured in Echoes of the Empire: Beyond Genghis Khan. The Mongol army led by Genghis Khan subjugated more lands and people in twenty-five years than the Romans did in four hundred. In nearly every country the Mongols conquered, they brought an unprecedented rise in cultural communication, expanded trade, and a blossoming of civilization. Vastly more progressive than his European or Asian counterparts, Genghis Khan abolished torture, granted universal religious freedom, and smashed feudal systems of aristocratic privilege. From the story of his rise through the tribal culture to the explosion of civilization that the Mongol Empire unleashed, this brilliant work of revisionist history is nothing less than the epic story of how the modern world was made.","4,2",702,History
276,9781627793964,Geek Sublime,Vikram Chandra,2014,350,en,"Examines the connections between the worlds of art and technology, exploring the similiarities between computer coding and writing fiction.","1,3",427,Biography & Autobiography
277,9780440242062,Tennessee Williams,John Lahr,2014,765,en,"A biography of one of America's most treasured playwrights describes the writer's public persona as well as his more personal life, including conflicts with his family, his sexuality and multiple affairs and even his misreported death. 35,000 first printing.","4,9",838,Biography & Autobiography
278,9781591844006,I Wear the Black Hat,Chuck Klosterman,1905,256,en,"The cultural critic questions how modern people understand the concept of villainy, describing how his youthful idealism gave way to an adult sympathy with notorious cultural figures to offer insight into the appeal of anti-heroes.","3,8",904,Biography & Autobiography
279,9780375899881,Live From New York,"James Andrew Miller, Tom Shales",2014,350,en,"James Andrew Miller and Tom Shales's definitive oral history of Saturday Night Live, hailed as ""incredible"" (Vulture) and ""required reading"" (People), rollickingly updated with nearly 100 new pages covering the decade since the book's original release. When first published to celebrate the 30th anniversary of Saturday Night Live, LIVE FROM NEW YORK was immediately proclaimed the best book ever produced on the landmark and legendary late-night show. In their own words, unfiltered and uncensored, a dazzling galaxy of trail-blazing talents recalled three turbulent decades of on-camera antics and off-camera escapades. Now a fourth decade has passed---and bestselling authors James Andrew Miller and Tom Shales have returned to Studio 8H. Over more than 100 pages of new material, they raucously and revealingly take the SNL story up to the present, adding a constellation of iconic new stars, surprises, and controversies.","1,6",965,Biography & Autobiography
280,9780805096750,Mark Twain,Ron Powers,2005,592,en,"Ron Powers’s tour de force has been widely acclaimed as the best life and times, filled with Mark Twain’s voice, and as a great American story. Samuel Clemens, the man known as Mark Twain, invented the American voice and became one of our greatest celebrities. His life mirrored his country's, as he grew from a Mississippi River boyhood in the days of the frontier, to a Wild-West journalist during the Gold Rush, to become the king of the eastern establishment and a global celebrity as America became an international power. Along the way, Mark Twain keenly observed the characters and voices that filled the growing country, and left us our first authentically American literature. Ron Powers's magnificent biography offers the definitive life of the founding father of our culture.","0,8",302,Biography & Autobiography
281,9780446537513,The Human Age,Diane Ackerman,1905,350,en,"Explores how human beings have become the dominant force shaping Earth's future by subduing three-quarters of the planet's surface, tinkering with nature, and altering the climate.","3,2",221,Nature
282,9780743454537,"Love, Fiercely",Jean Zimmerman,2012,351,en,"The true story of the New York society couple portrayed in the John Singer Sargent painting—an architect and an heiress who became passionate reformers. Contemporaries of the Astors and Vanderbilts, they grew up together along the shores of bucolic Staten Island, linked by privilege—her grandparents built the world’s fastest clipper ship, while his family owned most of Murray Hill. Theirs was a world filled with mansions, balls, summer homes, and extended European vacations. This fascinating biography re-creates the glittering world of Edith Minturn and Isaac Newton Phelps Stokes—and reveals how their love for each other was matched by their dedication to others. Newton became a passionate preserver of New York history and published the finest collection of Manhattan maps and views in a six-volume series. Edith became the face of the age when Daniel Chester French sculpted her for Chicago’s Columbian Exposition, a colossus intended to match the Statue of Liberty’s grandeur. But beyond their life of prominence and prestige, Edith and Newton battled together on behalf of New York’s poor and powerless—and through it all, sustained a strong-rooted marriage. From the splendid cottages of the Berkshires to the salons of 1890s Paris, Love, Fiercely tells the real-life story behind Mr. and Mrs. I .N. Phelps Stokes—one of the Gilded Age’s most famous works of art. “With an impressive amount of research behind every page, Zimmerman manages to capture the sweeping drama of the turn of the century as well as the compelling story of a couple who knew how to love, fiercely. Her superb pacing and gripping narrative will appeal to all who enjoy history, biography, and real-life romance.” —Library Journal","4,8",520,History
283,9781400082858,"Creativity, Inc.","Ed Catmull, Amy Wallace",2014,350,en,"From a co-founder of Pixar Animation Studios—the Academy Award–winning studio behind Coco, Inside Out, and Toy Story—comes an incisive book about creativity in business and leadership for readers of Daniel Pink, Tom Peters, and Chip and Dan Heath. NEW YORK TIMES BESTSELLER | NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The Huffington Post • Financial Times • Success • Inc. • Library Journal Creativity, Inc. is a manual for anyone who strives for originality and the first-ever, all-access trip into the nerve center of Pixar Animation—into the meetings, postmortems, and “Braintrust” sessions where some of the most successful films in history are made. It is, at heart, a book about creativity—but it is also, as Pixar co-founder and president Ed Catmull writes, “an expression of the ideas that I believe make the best in us possible.” For nearly twenty years, Pixar has dominated the world of animation, producing such beloved films as the Toy Story trilogy, Monsters, Inc., Finding Nemo, The Incredibles, Up, WALL-E, and Inside Out, which have gone on to set box-office records and garner thirty Academy Awards. The joyousness of the storytelling, the inventive plots, the emotional authenticity: In some ways, Pixar movies are an object lesson in what creativity really is. Here, in this book, Catmull reveals the ideals and techniques that have made Pixar so widely admired—and so profitable. As a young man, Ed Catmull had a dream: to make the first computer-animated movie. He nurtured that dream as a Ph.D. student at the University of Utah, where many computer science pioneers got their start, and then forged a partnership with George Lucas that led, indirectly, to his co-founding Pixar in 1986. Nine years later, Toy Story was released, changing animation forever. The essential ingredient in that movie’s success—and in the thirteen movies that followed—was the unique environment that Catmull and his colleagues built at Pixar, based on leadership and management philosophies that protect the creative process and defy convention, such as: • Give a good idea to a mediocre team, and they will screw it up. But give a mediocre idea to a great team, and they will either fix it or come up with something better. • If you don’t strive to uncover what is unseen and understand its nature, you will be ill prepared to lead. • It’s not the manager’s job to prevent risks. It’s the manager’s job to make it safe for others to take them. • The cost of preventing errors is often far greater than the cost of fixing them. • A company’s communication structure should not mirror its organizational structure. Everybody should be able to talk to anybody.","3,9",800,Business & Economics
284,9780446564076,"""They Say","Gerald Graff, Cathy Birkenstein",1905,350,en,"The best-selling book on academic writing--in use at more than 1,500 schools.","3,2",106,English language
285,9780399154188,Dataclysm,Christian Rudder,2014,226,en,"A New York Times Bestseller An audacious, irreverent investigation of human behavior—and a first look at a revolution in the making Our personal data has been used to spy on us, hire and fire us, and sell us stuff we don’t need. In Dataclysm, Christian Rudder uses it to show us who we truly are. For centuries, we’ve relied on polling or small-scale lab experiments to study human behavior. Today, a new approach is possible. As we live more of our lives online, researchers can finally observe us directly, in vast numbers, and without filters. Data scientists have become the new demographers. In this daring and original book, Rudder explains how Facebook ""likes"" can predict, with surprising accuracy, a person’s sexual orientation and even intelligence; how attractive women receive exponentially more interview requests; and why you must have haters to be hot. He charts the rise and fall of America’s most reviled word through Google Search and examines the new dynamics of collaborative rage on Twitter. He shows how people express themselves, both privately and publicly. What is the least Asian thing you can say? Do people bathe more in Vermont or New Jersey? What do black women think about Simon & Garfunkel? (Hint: they don’t think about Simon & Garfunkel.) Rudder also traces human migration over time, showing how groups of people move from certain small towns to the same big cities across the globe. And he grapples with the challenge of maintaining privacy in a world where these explorations are possible. Visually arresting and full of wit and insight, Dataclysm is a new way of seeing ourselves—a brilliant alchemy, in which math is made human and numbers become the narrative of our time.","4,1",781,Social Science
286,9780671027346,How Children Succeed,Paul Tough,1905,231,en,"Challenges conventional views about standardized testing to argue that success is more determined by self-discipline, and describes the work of pioneering researchers and educators who have enabled effective new teaching methods.","0,4",793,Education
287,9781603094504,Excellent Sheep,William Deresiewicz,2014,256,en,"Deresiewicz takes a sharp look at the high-pressure conveyor belt that begins with demands for perfect grades and culminates in the skewed applications received by college admissions committees. Students are losing the ability to think independently. College is supposed to be a time for self-discovery-- but the system is broken, and he offers solutions on how to fix it.","3,8",994,Education
288,9780374130329,Thinking In Numbers,Daniel Tammet,2014,350,en,"The irresistibly engaging book that ""enlarges one's wonder at Tammet's mind and his all-embracing vision of the world as grounded in numbers."" --Oliver Sacks, MD THINKING IN NUMBERS is the book that Daniel Tammet, mathematical savant and bestselling author, was born to write. In Tammet's world, numbers are beautiful and mathematics illuminates our lives and minds. Using anecdotes, everyday examples, and ruminations on history, literature, and more, Tammet allows us to share his unique insights and delight in the way numbers, fractions, and equations underpin all our lives. Inspired variously by the complexity of snowflakes, Anne Boleyn's eleven fingers, and his many siblings, Tammet explores questions such as why time seems to speed up as we age, whether there is such a thing as an average person, and how we can make sense of those we love. His provocative and inspiring new book will change the way you think about math and fire your imagination to view the world with fresh eyes.","2,7",3,Mathematics
289,9781400203758,How We Learn,Benedict Carey,2014,274,en,"In the tradition of The Power of Habit and Thinking, Fast and Slow comes a practical, playful, and endlessly fascinating guide to what we really know about learning and memory today—and how we can apply it to our own lives. From an early age, it is drilled into our heads: Restlessness, distraction, and ignorance are the enemies of success. We’re told that learning is all self-discipline, that we must confine ourselves to designated study areas, turn off the music, and maintain a strict ritual if we want to ace that test, memorize that presentation, or nail that piano recital. But what if almost everything we were told about learning is wrong? And what if there was a way to achieve more with less effort? In How We Learn, award-winning science reporter Benedict Carey sifts through decades of education research and landmark studies to uncover the truth about how our brains absorb and retain information. What he discovers is that, from the moment we are born, we are all learning quickly, efficiently, and automatically; but in our zeal to systematize the process we have ignored valuable, naturally enjoyable learning tools like forgetting, sleeping, and daydreaming. Is a dedicated desk in a quiet room really the best way to study? Can altering your routine improve your recall? Are there times when distraction is good? Is repetition necessary? Carey’s search for answers to these questions yields a wealth of strategies that make learning more a part of our everyday lives—and less of a chore. By road testing many of the counterintuitive techniques described in this book, Carey shows how we can flex the neural muscles that make deep learning possible. Along the way he reveals why teachers should give final exams on the first day of class, why it’s wise to interleave subjects and concepts when learning any new skill, and when it’s smarter to stay up late prepping for that presentation than to rise early for one last cram session. And if this requires some suspension of disbelief, that’s because the research defies what we’ve been told, throughout our lives, about how best to learn. The brain is not like a muscle, at least not in any straightforward sense. It is something else altogether, sensitive to mood, to timing, to circadian rhythms, as well as to location and environment. It doesn’t take orders well, to put it mildly. If the brain is a learning machine, then it is an eccentric one. In How We Learn, Benedict Carey shows us how to exploit its quirks to our advantage.","0,1",699,Psychology
290,9780446677455,A Mind for Numbers,Barbara A. Oakley,2014,338,en,"Engineering professor Barbara Oakley knows firsthand how it feels to struggle with math. In her book, she offers you the tools needed to get a better grasp of that intimidating but inescapable field.",3,857,Mathematics
291,9781602862562,Everything's an Argument,"Andrea A. Lunsford, John J. Ruszkiewicz, Keith Walters",2012,350,en,"This best-selling brief text shows students how to analyze all kinds of argument — not just essays and editorials, but clothes, cars, ads, and even website designs — and then how to use what they learn to write effective arguments.","2,1",301,Language Arts & Disciplines
292,9780440339748,Building a Better Teacher,Elizabeth Green,2014,350,en,"A 2014 New York Times Book Review Notable Book We’ve all had great teachers who opened new worlds, maybe even changed our lives. What made them so great? Everyone agrees that a great teacher can have an enormous impact. Yet we still don't know what, precisely, makes a teacher great. Is it a matter of natural-born charisma? Or does exceptional teaching require something more? Building a Better Teacher introduces a new generation of educators exploring the intricate science underlying their art. A former principal studies the country’s star teachers and discovers a set of common techniques that help children pay attention. Two math teachers videotape a year of lessons and develop an approach that has nine-year-olds writing sophisticated mathematical proofs. A former high school teacher works with a top English instructor to pinpoint the key interactions a teacher must foster to initiate a rich classroom discussion. Through their stories, and the hilarious and heartbreaking theater that unfolds in the classroom every day, Elizabeth Green takes us on a journey into the heart of a profession that impacts every child in America. What happens in the classroom of a great teacher? Opening with a moment-by-moment portrait of an everyday math lesson—a drama of urgent decisions and artful maneuvers—Building a Better Teacher demonstrates the unexpected complexity of teaching. Green focuses on the questions that really matter: How do we prepare teachers and what should they know before they enter the classroom? How does one get young minds to reason, conjecture, prove, and understand? What are the keys to good discipline? Incorporating new research from cognitive psychologists and education specialists as well as intrepid classroom entrepreneurs, Green provides a new way for parents to judge what their children need in the classroom and considers how to scale good ideas. Ultimately, Green discovers that good teaching is a skill. A skill that can be taught. A provocative and hopeful book, Building a Better Teacher shows that legendary teachers are more than inspiring; they are perhaps the greatest craftspeople of all.","0,3",245,Education
293,9780375714573,So We Read On,Maureen Corrigan,2014,350,en,"The ""Fresh Air"" book critic investigates the enduring power of The Great Gatsby -- ""The Great American Novel we all think we've read, but really haven't."" Conceived nearly a century ago by a man who died believing himself a failure, it's now a revered classic and a rite of passage in the reading lives of millions. But how well do we really know The Great Gatsby? As Maureen Corrigan, Gatsby lover extraordinaire, points out, while Fitzgerald's masterpiece may be one of the most popular novels in America, many of us first read it when we were too young to fully comprehend its power. Offering a fresh perspective on what makes Gatsby great-and utterly unusual-So We Read On takes us into archives, high school classrooms, and even out onto the Long Island Sound to explore the novel's hidden depths, a journey whose revelations include Gatsby's surprising debt to hard-boiled crime fiction, its rocky path to recognition as a ""classic,"" and its profound commentaries on the national themes of race, class, and gender. With rigor, wit, and infectious enthusiasm, Corrigan inspires us to re-experience the greatness of Gatsby and cuts to the heart of why we are, as a culture, ""borne back ceaselessly"" into its thrall. Along the way, she spins a new and fascinating story of her own.","1,2",741,Literary Criticism
294,9781338157826,What We See When We Read,Peter Mendelsund,2014,450,en,"A gorgeously unique, fully illustrated exploration into the phenomenology of reading—how we visualize images from reading works of literature, from one of our very best book jacket designers, himself a passionate reader. “A playful, illustrated treatise on how words give rise to mental images.” —The New York Times What do we see when we read? Did Tolstoy really describe Anna Karenina? Did Melville ever really tell us what, exactly, Ishmael looked like? The collection of fragmented images on a page—a graceful ear there, a stray curl, a hat positioned just so—and other clues and signifiers helps us to create an image of a character. But in fact our sense that we know a character intimately has little to do with our ability to concretely picture our beloved—or reviled—literary figures. In this remarkable work of nonfiction, Knopf's Associate Art Director Peter Mendelsund combines his profession, as an award-winning designer; his first career, as a classically trained pianist; and his first love, literature—he considers himself first and foremost as a reader—into what is sure to be one of the most provocative and unusual investigations into how we understand the act of reading.","3,4",513,Literary Criticism
295,9781451648546,Alan Turing: The Enigma,Andrew Hodges,2014,777,en,"A NEW YORK TIMES BESTSELLER The official book behind the Academy Award-winning film The Imitation Game, starring Benedict Cumberbatch and Keira Knightley It is only a slight exaggeration to say that the British mathematician Alan Turing (1912–1954) saved the Allies from the Nazis, invented the computer and artificial intelligence, and anticipated gay liberation by decades—all before his suicide at age forty-one. This New York Times bestselling biography of the founder of computer science, with a new preface by the author that addresses Turing’s royal pardon in 2013, is the definitive account of an extraordinary mind and life. Capturing both the inner and outer drama of Turing’s life, Andrew Hodges tells how Turing’s revolutionary idea of 1936—the concept of a universal machine—laid the foundation for the modern computer and how Turing brought the idea to practical realization in 1945 with his electronic design. The book also tells how this work was directly related to Turing’s leading role in breaking the German Enigma ciphers during World War II, a scientific triumph that was critical to Allied victory in the Atlantic. At the same time, this is the tragic account of a man who, despite his wartime service, was eventually arrested, stripped of his security clearance, and forced to undergo a humiliating treatment program—all for trying to live honestly in a society that defined homosexuality as a crime. The inspiration for a major motion picture starring Benedict Cumberbatch and Keira Knightley, Alan Turing: The Enigma is a gripping story of mathematics, computers, cryptography, and homosexual persecution.","0,8",382,Biography & Autobiography
296,9780062124142,"Liar, Temptress, Soldier, Spy",Karen Abbott,2014,350,en,"Karen Abbott, the New York Times bestselling author of Sin in the Second City and “pioneer of sizzle history” (USA Today), tells the spellbinding true story of four women who risked everything to become spies during the Civil War. Karen Abbott illuminates one of the most fascinating yet little known aspects of the Civil War: the stories of four courageous women—a socialite, a farmgirl, an abolitionist, and a widow—who were spies. After shooting a Union soldier in her front hall with a pocket pistol, Belle Boyd became a courier and spy for the Confederate army, using her charms to seduce men on both sides. Emma Edmonds cut off her hair and assumed the identity of a man to enlist as a Union private, witnessing the bloodiest battles of the Civil War. The beautiful widow, Rose O’Neale Greenhow, engaged in affairs with powerful Northern politicians to gather intelligence for the Confederacy, and used her young daughter to send information to Southern generals. Elizabeth Van Lew, a wealthy Richmond abolitionist, hid behind her proper Southern manners as she orchestrated a far-reaching espionage ring, right under the noses of suspicious rebel detectives. Using a wealth of primary source material and interviews with the spies’ descendants, Abbott seamlessly weaves the adventures of these four heroines throughout the tumultuous years of the war. With a cast of real-life characters including Walt Whitman, Nathaniel Hawthorne, General Stonewall Jackson, detective Allan Pinkerton, Abraham and Mary Todd Lincoln, and Emperor Napoleon III, Liar, Temptress, Soldier, Spy draws you into the war as these daring women lived it. Liar, Temptress, Soldier, Spy contains 39 black & photos and 3 maps.",4,700,History
297,9781250308153,A Spy Among Friends,Ben Macintyre,1905,368,en,"The best-selling author of Operation Mincemeat presents a definitive portrait of the notorious 20th-century spy that discusses his rise in MI6, high-profile intelligence friendships and 20-year espionage operation that culminated in his 1963 defection to Moscow. 150,000 first printing.",3,635,History
298,9780743264747,Hunting Eichmann,Neal Bascomb,2010,409,en,"The first complete narrative of the pursuit & capture of SS Nazi officer and Holocaust architect Adolf Eichmann, by a New York Times–bestselling author. When the Allies stormed Berlin in the last days of the Third Reich, Adolf Eichmann shed his SS uniform and vanished. Following his escape from two American POW camps, his retreat into the mountains and out of Europe, and his path to an anonymous life in Buenos Aires, his pursuers are a bulldog West German prosecutor, a blind Argentinean Jew and his beautiful daughter, and a budding, ragtag spy agency called the Mossad, whose operatives have their own scores to settle (and whose rare surveillance photographs are published here for the first time). The capture of Eichmann and the efforts by Israeli agents to secret him out of Argentina to stand trial is the stunning conclusion to this thrilling historical account, told with the kind of pulse-pounding detail that rivals anything you’d find in great spy fiction. Includes Mossad’s Rare Surveillance Photographs Praise for Hunting Eichmann “A fantastic true spy story.” —Associated Press “[Bascomb’s] work is well researched, including interviews with former Israeli operatives and El Al staff who participated in the capture, as well as Argentine fascists. This is a gripping read.” —Publishers Weekly “An outstanding account of a sustained and worthy manhunt.” —Booklist","4,9",650,History
